id|accountid|type|ownerid|deal_license_activation_start_date__c|deal_license_activation_end_date__c|closedate|createddate|opportunity_stage_status__c|leadsource_category__c|deal_total_non_recurring__c|deal_total_recurring__c|currencyisocode|LeadSource|Deal_use_case__c|name
00609000002IuSjAAK|00109000005fskqAAA|New Business|00509000000V8dTAAS|||2019-01-28|2018-10-16|Lost|Marketing|20968.87|0.0|EUR|Do not use - Marketing before 2021| |Distributed asynchronous instruction set
00609000002IuMFAA0|00109000005fsJfAAI|New Business|00509000000V8fYAAS|||2019-01-14|2018-10-29|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Fundamental systematic process improvement
00609000002IuDwAAK|00109000005frwoAAA|New Business|00509000000V8gCAAS|||2018-12-03|2018-10-10|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Fully-configurable systemic functionalities
00609000002Iv0mAAC|00109000005fruwAAA|New Business|00509000000WaKtAAK|||2019-06-25|2018-10-22|Lost|Other|0.0|0.0|EUR| | |Switchable uniform service-desk
00609000002IvIsAAK|0010900001C1a1oAAB|New Business|00509000000V8fYAAS|||2019-01-14|2018-10-02|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Devolved attitude-oriented throughput
00609000002Iv16AAC|00109000005frv6AAA|New Business|00509000000WaKaAAK|||2019-02-15|2018-10-09|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Streamlined exuding superstructure
00609000002IvIlAAK|00109000005ftAPAAY|New Business|00509000000V8gCAAS|||2018-10-10|2018-10-08|Lost|Other|2549.86|0.0|EUR| | |Robust homogeneous project
00609000002IuUUAA0|00109000005fsoLAAQ|New Business|00509000000V8dTAAS|||2018-10-31|2018-10-22|Lost|Marketing|27333.92|0.0|EUR|Do not use - Marketing before 2021| |Advanced responsive conglomeration
00609000002IuP3AAK|00109000005fsUAAAY|New Business|00509000000V8fYAAS|||2019-01-14|2018-10-01|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Right-sized optimizing time-frame
00609000002IuP2AAK|00109000005fsUAAAY|New Business|00509000000V8fYAAS|||2019-01-14|2018-10-23|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Right-sized analyzing solution
00609000002Iv7fAAC|00109000005fsIIAAY|New Business|00509000000V8gCAAS|||2019-01-15|2018-10-22|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Implemented multimedia flexibility
00609000002Iui2AAC|00109000005fu4eAAA|New Business|00509000000V8fdAAC|||2019-02-15|2018-10-31|Lost|Sales/CSM|11928.380000000001|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Multi-lateral upward-trending success
00609000002IvIjAAK|00109000005ftAMAAY|New Business|00509000000V8fdAAC|||2018-10-18|2018-10-11|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Inverse scalable access
00609000002IuTbAAK|00109000005fsnpAAA|New Business|00509000000V8gCAAS|||2019-01-15|2018-10-11|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Function-based bandwidth-monitored collaboration
00609000002IvHUAA0|00109000005ft47AAA|New Business|00509000000V8g7AAC|||2019-01-21|2018-10-18|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Front-line 24/7 adapter
00609000002IvTeAAK|00109000005fwVIAAY|New Business|00509000000V8dTAAS|||2018-11-02|2018-10-26|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Implemented even-keeled infrastructure
00609000002IuLvAAK|00109000005fsJCAAY|New Business|00509000000V8gCAAS|||2019-01-15|2018-10-10|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Distributed disintermediate installation
00609000002IubEAAS|00109000005ftJ6AAI|New Business|00509000000V8gCAAS|||2019-01-11|2018-10-11|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Stand-alone bifurcated customer loyalty
00609000002IvHNAA0|00109000005ft42AAA|New Business|00509000000V8fYAAS|||2018-11-02|2018-10-02|Lost|Other|0.0|0.0|EUR| | |Grass-roots optimal matrices
00609000002IuPGAA0|00109000005fsUGAAY|New Business|00509000000V8gMAAS|||2018-10-08|2018-10-15|Won|Sales/CSM|31706.34|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Business-focused incremental knowledgebase
00609000002IuRXAA0|00109000005fshdAAA|New Business|00509000000V8f4AAC|||2019-03-20|2018-10-15|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Universal 24/7 service-desk
00609000002IuXTAA0|00109000005fsywAAA|New Business|00509000000V8gMAAS|||2019-01-17|2018-10-08|Lost|Other|0.0|0.0|EUR| | |Robust encompassing capacity
00609000002IvMHAA0|00109000005ftZ8AAI|New Business|00509000000V8g7AAC|||2019-01-21|2018-10-17|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Centralized bifurcated software
00609000002IvNVAA0|00109000005ftjEAAQ|New Business|00509000000V8gCAAS|||2019-01-15|2018-10-10|Lost|Sales/CSM|36351.81|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Robust full-range superstructure
00609000002IvB4AAK|00109000005fsc0AAA|New Business|00509000000V8fsAAC|||2019-01-15|2018-10-29|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Sharable didactic synergy
00609000002IvBlAAK|00109000005fsdoAAA|New Business|00509000000V8fdAAC|||2019-01-25|2018-10-04|Lost|Other|0.0|0.0|EUR| | |Multi-channeled homogeneous structure
00609000002IvRvAAK|00109000005fvDMAAY|New Business|00509000000V8g7AAC|||2019-02-19|2018-10-11|Lost|Other|0.0|0.0|EUR| | |Multi-channeled solution-oriented data-warehouse
00609000002Iv7qAAC|00109000005fsIQAAY|New Business|00509000000V8dTAAS|||2019-01-20|2018-10-18|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Switchable responsive function
00609000002Iv9kAAC|00109000005fsNfAAI|New Business|00509000000V8dTAAS|||2020-02-26|2018-10-24|Lost|Other|0.0|0.0|EUR| | |Persistent intermediate analyzer
00609000002IuQ8AAK|00109000005fsegAAA|New Business|00509000000V8f9AAC|||2019-01-14|2018-10-16|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Implemented radical architecture
00609000002Iv8ZAAS|00109000005fsKdAAI|New Business|00509000000V8eGAAS|||2018-11-13|2018-10-02|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Mandatory bandwidth-monitored frame
00609000002IuRAAA0|00109000005fsgpAAA|New Business|00509000000V8fYAAS|||2019-01-17|2018-10-08|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Proactive directional core
00609000002IvQ9AAK|00109000005fuCuAAI|New Business|00509000000V8g7AAC|||2019-01-22|2018-10-17|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Ergonomic background product
00609000002IvHmAAK|00109000005ft4QAAQ|New Business|00509000000V8f4AAC|||2020-03-14|2018-10-16|Lost|Other|13230.78|0.0|EUR| | |Future-proofed neutral system engine
00609000002IuSmAAK|00109000005fskqAAA|New Business|00509000000V8dTAAS|||2019-01-20|2018-10-18|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Secured bi-directional array
00609000002IvHTAA0|00109000005ft47AAA|New Business|00509000000V8g7AAC|||2019-01-21|2018-10-16|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Pre-emptive coherent monitoring
00609000002IvHSAA0|00109000005ft47AAA|New Business|00509000000V8g7AAC|||2019-01-21|2018-10-16|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Profound discrete customer loyalty
00609000002Iv2PAAS|00109000005fs1LAAQ|New Business|00509000000V8gCAAS|||2019-01-15|2018-10-30|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Upgradable high-level infrastructure
00609000002IufdAAC|00109000005ftr5AAA|New Business|00509000000V8eGAAS|||2019-06-25|2018-10-09|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Function-based coherent matrices
00609000002IuLBAA0|00109000005fsIhAAI|New Business|00509000000V8fYAAS|||2019-03-19|2018-10-08|Lost|Other|0.0|0.0|EUR| | |Total homogeneous parallelism
00609000002IvEiAAK|00109000005fsnJAAQ|New Business|00509000000WaKaAAK|||2018-12-19|2018-10-11|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Triple-buffered modular frame
00609000002Iv8RAAS|00109000005fsIgAAI|New Business|00509000000V8gCAAS|||2018-10-12|2018-10-10|Lost|Sales/CSM|29057.239999999998|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Quality-focused heuristic infrastructure
00609000002IudNAAS|00109000005ftcSAAQ|New Business|00509000000V8gHAAS|||2019-04-30|2018-10-02|Lost|Other|16379.32|0.0|EUR| | |Down-sized disintermediate moderator
00609000002IvApAAK|00109000005fsavAAA|New Business|00509000000V8dTAAS|||2019-01-15|2018-10-10|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Programmable disintermediate knowledge user
00609000002IvLqAAK|00109000005ftYOAAY|New Business|00509000000V8gMAAS|||2019-02-08|2018-10-01|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Diverse bi-directional function
00609000002IuhvAAC|00109000005fu4NAAQ|New Business|00509000000V8fdAAC|||2018-11-08|2018-10-09|Lost|Other|0.0|0.0|EUR| | |Expanded incremental implementation
00609000002IvGyAAK|00109000005ft3GAAQ|New Business|00509000000V8fTAAS|||2019-07-03|2018-10-25|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Front-line next generation pricing structure
00609000002IuDxAAK|00109000005frwoAAA|New Business|00509000000V8gCAAS|||2019-01-15|2018-10-01|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Innovative bifurcated info-mediaries
00609000002IvOQAA0|00109000005ftoQAAQ|New Business|00509000000WaPyAAK|||2018-12-21|2018-10-16|Lost|Other|0.0|0.0|EUR| | |Quality-focused systemic circuit
00609000002IvDYAA0|00109000005fslZAAQ|New Business|00509000000V8gHAAS|||2019-04-30|2018-10-01|Lost|Other|0.0|0.0|EUR| | |Progressive disintermediate application
00609000002IvTdAAK|00109000005fwVIAAY|New Business|00509000000V8dTAAS|||2018-11-02|2018-10-10|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Ergonomic dedicated matrices
00609000002IvNwAAK|00109000005ftk0AAA|New Business|00509000000WaPyAAK|||2018-11-20|2018-10-31|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Compatible uniform implementation
00609000002IvBUAA0|00109000005fsdBAAQ|New Business|00509000000V8fYAAS|||2019-01-14|2018-10-29|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Customer-focused didactic capability
00609000002IvDaAAK|00109000005fslZAAQ|New Business|00509000000WaPyAAK|||2019-02-25|2018-10-24|Lost|Other|0.0|0.0|EUR| | |Networked client-driven complexity
00609000002IuP4AAK|00109000005fsUAAAY|New Business|00509000000V8fYAAS|||2019-01-18|2018-10-22|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Upgradable optimal moratorium
00609000002IvGvAAK|00109000005ft3GAAQ|New Business|00509000000V8fTAAS|||2019-03-01|2018-10-25|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Profit-focused executive definition
00609000002Iv7zAAC|00109000005fsIXAAY|New Business|00509000000V8fdAAC|||2018-11-08|2018-10-24|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Organized optimal frame
00609000002IujwAAC|00109000005fuGLAAY|New Business|00509000000WaKaAAK|||2019-05-13|2018-10-04|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Managed background database
00609000002IvRzAAK|00109000005fvDMAAY|New Business|00509000000V8g7AAC|||2019-01-21|2018-10-16|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Seamless multi-tasking implementation
00609000002IvIgAAK|00109000005ftAIAAY|New Business|00509000000V8f4AAC|||2018-12-20|2018-10-29|Lost|Other|0.0|0.0|EUR| | |Enhanced object-oriented task-force
00609000002IvIfAAK|00109000005ftAHAAY|New Business|00509000000V8f4AAC|||2019-01-21|2018-10-30|Lost|Other|0.0|0.0|EUR| | |De-engineered mobile strategy
00609000002IvTcAAK|00109000005fwVIAAY|New Business|00509000000V8dTAAS|||2018-10-09|2018-10-02|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Re-engineered 24hour analyzer
00609000002Iud7AAC|00109000005ftbxAAA|New Business|00509000000V8f9AAC|||2019-03-08|2018-10-23|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Fully-configurable impactful frame
00609000002IuQOAA0|00109000005fsfYAAQ|New Business|00509000000V8fYAAS|||2019-01-14|2018-10-26|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Face-to-face executive migration
00609000002IueIAAS|00109000005ftiqAAA|New Business|00509000000V8g2AAC|||2018-12-19|2018-10-09|Lost|Other|0.0|0.0|EUR| | |Expanded demand-driven synergy
00609000002IuRaAAK|00109000005fshdAAA|New Business|00509000000V8dTAAS|||2019-04-11|2018-10-18|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Synergistic explicit open architecture
00609000002IuMUAA0|00109000005fsKMAAY|New Business|00509000000V8gCAAS|||2018-12-02|2018-10-15|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Profound client-server core
00609000002IuQpAAK|00109000005fsgLAAQ|New Business|00509000000V8g7AAC|||2018-12-17|2018-10-17|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Proactive client-driven artificial intelligence
00609000002IuQgAAK|00109000005fsg8AAA|New Business|00509000000V8fEAAS|||2019-04-02|2018-10-10|Won|Sales/CSM|11927.33|0.0|EUR|Sales Generated Lead - AE, CSM, SDR|No specific Use Case yet|Re-engineered reciprocal implementation
00609000002Iv0XAAS|00109000005frufAAA|New Business|00509000000V8gMAAS|||2019-11-28|2018-10-31|Lost|Sales/CSM|23526.879999999997|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Team-oriented value-added core
00609000002IuIKAA0|00109000005fsBnAAI|New Business|00509000000V8fYAAS|||2019-01-17|2018-10-23|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Inverse zero-defect customer loyalty
00609000002IuUcAAK|00109000005fsocAAA|New Business|00509000000V8gCAAS|||2018-12-03|2018-10-11|Lost|Marketing|35498.24|0.0|EUR|Do not use - Marketing before 2021| |Automated real-time analyzer
00609000002IuXpAAK|00109000005fszeAAA|New Business|00509000000V8fnAAC|||2019-09-03|2018-10-25|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Focused zero tolerance open system
00609000002IvDZAA0|00109000005fslZAAQ|New Business|00509000000V8gHAAS|||2019-04-30|2018-10-16|Lost|Other|0.0|0.0|EUR| | |Switchable optimizing architecture
00609000002IvRyAAK|00109000005fvDMAAY|New Business|00509000000V8gRAAS|||2019-01-24|2018-10-03|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Upgradable explicit monitoring
00609000002IvIkAAK|00109000005ftANAAY|New Business|00509000000V8fdAAC|||2018-11-16|2018-10-08|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Upgradable contextually-based database
00609000002IuRcAAK|00109000005fshdAAA|New Business|00509000000V8dTAAS|||2018-10-09|2018-10-09|Won|Sales/CSM|16230.71|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Virtual high-level open architecture
00609000002IuUbAAK|00109000005fsocAAA|New Business|00509000000V8gCAAS|||2019-01-15|2018-10-15|Lost|Alliances|20454.32|0.0|EUR|Partner Sourced - Alliances| |Face-to-face static adapter
00609000002IugeAAC|00109000005ftyrAAA|New Business|00509000000V8eGAAS|||2019-01-24|2018-10-25|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Configurable holistic solution
00609000002IvIXAA0|00109000005ft9YAAQ|New Business|00509000000V8f4AAC|||2018-12-03|2018-10-15|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Optional exuding installation
00609000002IuRYAA0|00109000005fshdAAA|New Business|00509000000V8dTAAS|||2019-01-28|2018-10-18|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Proactive global protocol
00609000002IvU7AAK|00109000005fwZEAAY|New Business|00509000000V8fnAAC|||2019-06-25|2018-10-15|Lost|Other|0.0|0.0|EUR| | |Function-based scalable leverage
00609000002Iv7eAAC|00109000005fsIIAAY|Renew|00509000000V8fEAAS|2018-11-13|2019-11-12|2018-11-13|2018-10-18|Won|Sales/CSM|0.0|48373.35|EUR|Sales Generated Lead - AE, CSM, SDR|No specific Use Case yet|Balanced 6thgeneration firmware
00609000002IufbAAC|00109000005ftr5AAA|New Business|00509000000V8fTAAS|2018-12-01|2018-12-02|2019-04-11|2018-10-08|Lost|Alliances|25117.68|0.0|EUR|Partner Sourced - Alliances| |Proactive background paradigm
00609000002Iv21AAC|00109000005frvfAAA|Renew|00509000000V8fdAAC|2018-12-01|2019-11-30|2018-12-01|2018-10-08|Won|Sales/CSM|0.0|20442.82|EUR|Sales Generated Lead - AE, CSM, SDR|No specific Use Case yet|Sharable composite analyzer
00609000002IuKtAAK|00109000005fsHCAAY|Cross sell|00509000000V8fsAAC|2018-12-04|2019-12-03|2018-11-06|2018-10-09|Won|Marketing|25757.38|0.0|EUR|Do not use - Marketing before 2021|No specific Use Case yet|Reduced 6thgeneration implementation
00609000002IuHRAA0|00109000005fs5LAAQ|Upsell|00509000000V8gCAAS|2019-01-24|2019-04-23|2018-10-03|2018-10-25|Won|Alliances|6827.49|0.0|EUR|Partner Sourced - Alliances|No specific Use Case yet|Business-focused uniform system engine
00609000002IubFAAS|00109000005ftJ6AAI|New Business|00509000000V8dwAAC|2019-03-01|2019-03-31|2019-03-01|2018-10-14|Won|Other|70509.42|0.0|EUR| |No specific Use Case yet|Virtual scalable encoding
00609000002IujWAAS|00109000005fuDKAAY|New Business|00509000000V8fdAAC|2019-09-01|2020-08-31|2019-06-27|2018-10-08|Won|Sales/CSM|14252.130000000001|26113.489999999998|EUR|Sales Generated Lead - AE, CSM, SDR|No specific Use Case yet|Virtual analyzing workforce
00609000002IuPhAAK|00109000005fsVHAAY|New Business|00509000000V8dTAAS|||2019-02-13|2018-11-30|Lost|Marketing|27154.879999999997|0.0|EUR|Do not use - Marketing before 2021| |Managed solution-oriented hierarchy
00609000002IvKWAA0|00109000005ftJcAAI|New Business|00509000000V8g2AAC|||2018-08-27|2018-11-08|Won|Marketing|3951.62|0.0|EUR|Do not use - Marketing before 2021| |Ergonomic radical knowledgebase
00609000002IvIaAAK|00109000005ft9hAAA|New Business|00509000000V8fsAAC|||2019-01-22|2018-11-29|Lost|Other|0.0|0.0|EUR| | |Advanced optimizing intranet
00609000002IulKAAS|00109000005fuMaAAI|New Business|00509000000V8fTAAS|||2019-03-11|2018-11-20|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Programmable dedicated adapter
00609000002IvLRAA0|00109000005ftP3AAI|New Business|00509000000V8g7AAC|||2019-01-22|2018-11-30|Lost|Other|0.0|0.0|EUR| | |Object-based asynchronous project
00609000002IvDOAA0|00109000005fsjiAAA|New Business|00509000000V8dTAAS|||2019-01-18|2018-11-28|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Proactive mission-critical artificial intelligence
00609000002Iun6AAC|00109000005fuoPAAQ|New Business|00509000000V8eGAAS|||2019-08-27|2018-11-20|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Open-architected secondary function
00609000002IueZAAS|00109000005ftpzAAA|New Business|00509000000V8gCAAS|||2019-01-15|2018-11-08|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Implemented fault-tolerant task-force
00609000002Iv7gAAC|00109000005fsIIAAY|New Business|00509000000V8gCAAS|||2019-01-15|2018-11-13|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Optional intangible monitoring
00609000002IvBoAAK|00109000005fshdAAA|New Business|00509000000V8dTAAS|||2019-01-22|2018-11-20|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Seamless contextually-based frame
00609000002IvKgAAK|00109000005ftK0AAI|New Business|00509000000WaPyAAK|||2019-02-25|2018-11-12|Lost|Other|0.0|0.0|EUR| | |Object-based multi-state firmware
00609000002IuQCAA0|00109000005fsegAAA|New Business|00509000000V8fdAAC|||2019-01-04|2018-11-12|Lost|Other|0.0|0.0|EUR| | |Triple-buffered dedicated moderator
00609000002IubgAAC|00109000005ftROAAY|New Business|00509000000V8fYAAS|||2019-01-23|2018-11-06|Lost|Other|0.0|0.0|EUR| | |Function-based client-driven protocol
00609000002IvBTAA0|00109000005fsdBAAQ|New Business|00509000000V8fYAAS|||2019-05-22|2018-11-26|Lost|Marketing|41255.02|0.0|EUR|Do not use - Marketing before 2021| |Assimilated heuristic moderator
00609000002Iuk9AAC|00109000005fuGLAAY|New Business|00509000000WaKaAAK|||2019-01-15|2018-11-07|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Synergistic zero tolerance approach
00609000002IuMJAA0|00109000005fsJfAAI|New Business|00509000000V8fYAAS|||2019-01-14|2018-11-07|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Assimilated executive extranet
00609000002IuioAAC|00109000005fu5HAAQ|New Business|00509000000V8fJAAS|||2019-01-30|2018-11-12|Lost|Other|0.0|0.0|EUR| | |Open-source exuding middleware
00609000002IvQCAA0|00109000005fuCyAAI|New Business|00509000000V8gHAAS|||2019-04-30|2018-11-06|Lost|Other|12899.25|0.0|EUR| | |Managed cohesive middleware
00609000002IvKdAAK|00109000005ftJlAAI|New Business|00509000000V8fdAAC|||2019-02-11|2018-11-26|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Visionary bottom-line secured line
00609000002IuYXAA0|00109000005ft5uAAA|New Business|00509000000V8fdAAC|||2018-11-15|2018-11-13|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Reduced tangible website
00609000002IvQBAA0|00109000005fuCyAAI|New Business|00509000000WaPyAAK|||2018-12-10|2018-11-06|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Synergistic asymmetric encryption
00609000002IvFKAA0|00109000005fspYAAQ|New Business|00509000000V8g2AAC|||2019-08-30|2018-11-02|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Ergonomic interactive structure
00609000002Iv5yAAC|00109000005fsDTAAY|New Business|00509000000V8fdAAC|||2019-02-15|2018-11-07|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Profound intermediate framework
00609000002IuOVAA0|00109000005fsS2AAI|New Business|00509000000V8f4AAC|||2019-01-31|2018-11-09|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Right-sized optimal benchmark
00609000002IuPyAAK|00109000005fsXYAAY|New Business|00509000000V8g2AAC|||2018-12-07|2018-11-08|Won|Alliances|3343.66|0.0|EUR|Partner Sourced - Alliances| |Up-sized object-oriented methodology
00609000002IuE4AAK|00109000005frwqAAA|New Business|00509000000V8fdAAC|||2018-11-15|2018-11-15|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Quality-focused tangible implementation
00609000002Iug2AAC|00109000005ftuLAAQ|New Business|00509000000V8dTAAS|||2019-05-13|2018-11-26|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Universal user-facing budgetary management
00609000002IuTJAA0|00109000005fsnWAAQ|New Business|00509000002EFk2AAG|||2019-05-14|2018-11-08|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR|Executive Analytics Dashboard|Self-enabling dynamic methodology
00609000002IuFJAA0|00109000005fs01AAA|New Business|00509000000V8fsAAC|||2019-09-30|2018-11-21|Lost|Marketing|61727.6|0.0|EUR|Do not use - Marketing before 2021| |Programmable system-worthy access
00609000002Iuc2AAC|00109000005ftRVAAY|New Business|00509000000WaKaAAK|||2019-01-25|2018-11-15|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances| |Fully-configurable tertiary standardization
00609000002IvORAA0|00109000005ftoTAAQ|New Business|00509000000V8fYAAS|||2019-01-14|2018-11-05|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Universal contextually-based alliance
00609000002IuSlAAK|00109000005fskqAAA|New Business|00509000000V8dTAAS|||2019-01-18|2018-11-02|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Persevering tertiary Internet solution
00609000002IuedAAC|00109000005ftqDAAQ|New Business|00509000000V8g7AAC|||2019-01-18|2018-11-15|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Open-architected needs-based system engine
00609000002Iv6rAAC|00109000005fsFoAAI|New Business|00509000000V8gCAAS|||2019-01-15|2018-11-15|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Devolved motivating analyzer
00609000002Iv9jAAC|00109000005fsNfAAI|New Business|00509000000V8dTAAS|||2018-11-16|2018-11-16|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Multi-tiered context-sensitive implementation
00609000002IuefAAC|00109000005ftqMAAQ|New Business|00509000000WaPyAAK|||2019-02-25|2018-11-12|Lost|Other|0.0|0.0|EUR| | |Multi-tiered client-driven definition
00609000002IuhdAAC|00109000005fu3nAAA|New Business|00509000000V8gCAAS|||2019-01-15|2018-11-19|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Innovative asymmetric protocol
00609000002IunAAAS|00109000005fuoPAAQ|New Business|00509000000V8eGAAS|||2019-08-27|2018-11-19|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Multi-layered exuding hub
00609000002IvRhAAK|00109000005funjAAA|New Business|00509000000V8dTAAS|||2018-11-15|2018-11-15|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Open-architected homogeneous process improvement
00609000002IuN2AAK|00109000005fsOqAAI|New Business|00509000000WaKaAAK|||2019-07-10|2018-11-20|Lost|Alliances|43803.57|0.0|EUR|Partner Sourced - Alliances| |Total holistic solution
00609000002Iv1TAAS|00109000005frvKAAQ|New Business|00509000000V8gCAAS|||2019-01-15|2018-11-27|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Universal grid-enabled extranet
00609000002IvObAAK|00109000005ftpGAAQ|New Business|00509000000V8fdAAC|||2019-02-11|2018-11-26|Lost|Alliances|47511.14|0.0|EUR|Partner Sourced - Alliances| |Profit-focused global neural-net
